CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-11366,Male,0,Yes,No,2,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,65.38,154.94,No
CUST-11367,Female,0,Yes,No,15,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.09,1305.81,Yes
CUST-11368,Male,1,No,No,37,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.28,773.59,No
CUST-11369,Female,0,Yes,No,71,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.43,6722.62,No
CUST-11370,Male,0,Yes,No,20,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),86.52,1716.32,No
CUST-11371,Male,1,No,No,35,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,69.42,2419.15,No
CUST-11372,Female,0,Yes,Yes,34,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,83.23,2810.58,No
CUST-11373,Female,1,Yes,No,31,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,68.41,2141.89,No
CUST-11374,Male,0,No,No,19,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,64.12,1204.59,No
CUST-11375,Male,1,No,No,68,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.98,5221.33,No
CUST-11376,Female,0,No,No,24,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),75.34,1803.47,No
CUST-11377,Male,0,Yes,No,39,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.41,4088.46,No
CUST-11378,Female,0,Yes,No,54,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),79.33,4293.6,No
CUST-11379,Female,0,No,No,39,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.2,3979.86,Yes
CUST-11380,Female,0,No,No,17,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,87.64,1511.84,Yes
CUST-11381,Female,0,Yes,No,19,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,1620.63,Yes
CUST-11382,Male,0,Yes,No,48,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.62,4574.37,No
CUST-11383,Female,0,Yes,No,35,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.5,616.13,No
CUST-11384,Male,0,No,No,32,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.5,566.46,No
CUST-11385,Female,0,Yes,Yes,47,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.61,4211.73,No
CUST-11386,Male,1,No,No,47,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,104.61,4919.02,No
CUST-11387,Female,0,Yes,No,64,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,91.39,5843.18,No
CUST-11388,Male,1,No,Yes,46,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.69,3606.56,Yes
CUST-11389,Male,0,No,Yes,35,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.34,843.89,No
CUST-11390,Female,0,No,No,17,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,76.54,1310.53,No
CUST-11391,Female,0,Yes,No,42,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,81.67,3436.87,Yes
CUST-11392,Female,0,No,No,29,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.5,524.39,No
CUST-11393,Female,0,No,Yes,70,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.03,6381.4,No
CUST-11394,Male,0,Yes,Yes,17,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),76.37,1298.21,No
CUST-11395,Female,0,No,No,14,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),80.38,1150.09,No
CUST-11396,Male,1,No,No,24,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,54.63,1334.39,No
CUST-11397,Male,0,No,Yes,57,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,78.72,4436.63,No
CUST-11398,Female,0,No,No,50,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.39,5138.74,No
CUST-11399,Male,0,Yes,No,57,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.61,1171.86,No
CUST-11400,Male,0,Yes,Yes,61,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.83,6289.89,Yes
CUST-11401,Male,0,Yes,Yes,39,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,60.65,2367.81,No
CUST-11402,Male,0,No,Yes,55,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.71,2907.34,No
CUST-11403,Female,0,No,No,36,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),82.47,3024.7,No
CUST-11404,Female,0,No,No,37,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.56,674.26,No
CUST-11405,Female,0,Yes,No,14,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.97,792.42,Yes
CUST-11406,Female,0,Yes,No,27,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.78,537.35,No
CUST-11407,Male,1,No,No,31,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),71.96,2247.94,No
CUST-11408,Male,0,Yes,No,44,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,69.82,3091.08,No
CUST-11409,Female,0,Yes,No,68,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.5,1269.1,No
CUST-11410,Female,0,No,Yes,48,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.5,2932.02,No
CUST-11411,Female,1,Yes,No,57,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),85.67,4909.99,No
CUST-11412,Male,0,Yes,No,22,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.93,1722.74,Yes
CUST-11413,Female,0,Yes,No,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.45,75.69,No
CUST-11414,Female,0,Yes,No,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.76,1644.52,No
CUST-11415,Female,0,No,Yes,46,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.5,817.79,No
CUST-11416,Male,0,Yes,No,59,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,64.51,3795.57,No
CUST-11417,Male,0,Yes,No,34,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,75.14,2535.45,No
CUST-11418,Male,0,Yes,No,11,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.28,801.88,No
CUST-11419,Male,0,No,No,31,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,74.81,2346.12,Yes
CUST-11420,Male,0,Yes,No,11,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.94,1233.56,No
CUST-11421,Male,0,No,No,56,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.86,5085.57,No
CUST-11422,Male,0,Yes,No,38,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,64.72,2444.57,Yes
CUST-11423,Male,0,Yes,No,21,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.82,2155.75,No
CUST-11424,Female,1,Yes,No,10,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.59,226.81,No
CUST-11425,Female,0,No,No,26,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.5,479.09,No
CUST-11426,Male,0,No,No,8,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.74,623.12,Yes
CUST-11427,Male,0,Yes,No,8,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,74.41,588.27,Yes
CUST-11428,Female,0,No,Yes,60,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),70.44,4234.72,No
CUST-11429,Male,0,No,Yes,72,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,56.77,4079.67,No
CUST-11430,Male,0,Yes,No,34,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.29,3170.28,Yes
CUST-11431,Male,0,No,No,16,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,288.58,No
CUST-11432,Female,0,Yes,No,13,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,73.46,960.22,Yes
CUST-11433,Female,0,No,No,22,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,67.27,1514.97,No
CUST-11434,Female,0,No,Yes,27,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.12,2467.19,No
CUST-11435,Female,0,No,No,64,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,74.85,4811.25,No
CUST-11436,Female,0,No,No,2,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.01,151.29,Yes
CUST-11437,Male,0,Yes,No,26,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,86.31,2241.62,No
CUST-11438,Female,0,No,No,69,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),86.82,5990.31,No
CUST-11439,Male,0,Yes,No,30,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,78.63,2347.95,No
CUST-11440,Male,0,Yes,Yes,8,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),62.99,523.49,No
CUST-11441,Female,0,No,No,38,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,89.94,3427.08,No
CUST-11442,Female,0,No,Yes,61,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,83.54,5116.0,No
CUST-11443,Male,0,No,No,65,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),55.38,3601.84,No
CUST-11444,Male,1,Yes,No,67,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.26,1455.63,No
CUST-11445,Male,0,No,No,46,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,78.26,3585.53,No
CUST-11446,Female,0,No,No,72,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,83.29,6016.91,No
CUST-11447,Female,0,Yes,No,43,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.5,791.57,No
CUST-11448,Female,0,Yes,No,59,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.76,5081.1,No
CUST-11449,Female,0,Yes,Yes,46,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.1,998.81,No
CUST-11450,Female,0,Yes,No,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.05,1390.2,No
CUST-11451,Male,1,No,No,35,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.13,2227.39,No
CUST-11452,Female,0,No,No,39,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.72,754.32,No
CUST-11453,Male,0,No,No,51,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.74,2889.07,No
CUST-11454,Male,0,No,Yes,4,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),59.01,235.92,Yes
CUST-11455,Male,0,Yes,Yes,51,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.13,993.53,No
CUST-11456,Female,0,No,No,5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.46,104.57,No
CUST-11457,Female,0,Yes,No,55,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),113.74,6225.8,Yes
CUST-11458,Female,0,No,No,20,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),63.52,1240.95,No
CUST-11459,Male,0,Yes,No,24,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.44,2472.86,Yes
CUST-11460,Male,0,No,Yes,36,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,74.71,2743.32,No
CUST-11461,Male,0,Yes,No,34,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.98,2418.93,No
CUST-11462,Male,0,Yes,Yes,54,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.27,1050.82,No
CUST-11463,Male,0,No,No,34,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,63.65,2134.62,Yes
CUST-11464,Male,0,Yes,Yes,17,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,61.69,1070.8,No
CUST-11465,Female,0,No,No,5,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.66,306.95,Yes
CUST-11466,Female,0,Yes,Yes,18,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),86.81,1592.67,No
CUST-11467,Female,1,No,No,55,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),99.07,5423.99,Yes
CUST-11468,Female,1,Yes,No,53,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,79.11,4190.95,No
CUST-11469,Male,0,Yes,No,50,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,85.0,4239.77,Yes
CUST-11470,Male,1,Yes,No,72,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.38,4144.06,No
CUST-11471,Female,0,Yes,No,45,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,73.02,3305.5,No
CUST-11472,Male,0,Yes,Yes,13,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,77.08,989.45,Yes
CUST-11473,Female,0,Yes,No,16,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,71.15,1154.5,No
CUST-11474,Female,0,Yes,No,13,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),88.23,1175.37,Yes
CUST-11475,Female,0,Yes,Yes,20,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,71.7,1453.62,No
CUST-11476,Male,0,No,Yes,66,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.34,5950.97,No
CUST-11477,Female,0,No,No,47,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.95,3467.17,No
CUST-11478,Female,0,Yes,No,19,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.92,374.23,No
CUST-11479,Female,0,No,No,45,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.57,989.59,No
CUST-11480,Male,0,No,No,37,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),83.62,3102.52,No
CUST-11481,Male,0,Yes,Yes,54,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,100.28,5389.96,No
CUST-11482,Female,0,No,Yes,6,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,56.09,336.22,No
CUST-11483,Male,1,Yes,No,14,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,83.99,1208.57,Yes
CUST-11484,Male,1,Yes,Yes,4,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,67.19,288.48,No
CUST-11485,Male,0,Yes,No,55,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.5,1005.48,No
CUST-11486,Male,1,No,No,34,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,85.81,2886.82,No
CUST-11487,Male,0,No,Yes,27,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),63.95,1716.67,No
CUST-11488,Male,1,Yes,No,7,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,87.3,611.03,Yes
CUST-11489,Male,0,Yes,Yes,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.5,47.27,No
CUST-11490,Male,0,No,No,47,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.67,4476.86,Yes
CUST-11491,Male,0,Yes,Yes,2,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,72.65,157.02,No
CUST-11492,Male,0,Yes,No,25,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.13,505.45,No
CUST-11493,Female,0,No,No,60,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),83.86,5054.03,No
CUST-11494,Female,0,No,No,24,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.47,1562.38,No
CUST-11495,Male,0,No,No,15,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,94.18,1421.24,Yes
CUST-11496,Female,0,No,Yes,14,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.11,335.46,No
CUST-11497,Female,0,No,No,54,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.2,1247.12,No
CUST-11498,Male,0,Yes,No,6,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.89,376.8,Yes
CUST-11499,Male,0,Yes,No,18,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.85,1376.7,Yes
CUST-11500,Male,0,Yes,Yes,20,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),47.4,944.96,No
CUST-11501,Female,0,No,No,62,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.28,5729.04,No
CUST-11502,Female,0,No,Yes,40,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.49,3670.14,No
CUST-11503,Male,0,Yes,No,39,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.89,2844.82,No
CUST-11504,Male,1,No,Yes,52,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,4888.92,Yes
CUST-11505,Male,0,Yes,No,32,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),93.4,2953.87,No
CUST-11506,Female,0,Yes,Yes,27,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,86.2,2343.71,No
CUST-11507,Female,1,No,No,52,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.25,1282.56,No
CUST-11508,Female,0,Yes,No,63,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),86.54,5453.47,No
CUST-11509,Female,0,No,Yes,63,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,71.07,4502.28,No
CUST-11510,Male,0,Yes,No,17,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.59,1496.63,Yes
CUST-11511,Male,0,No,Yes,49,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.68,925.1,No
CUST-11512,Male,0,No,No,23,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,69.5,1577.41,No
CUST-11513,Male,0,Yes,No,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.54,1613.1,No
CUST-11514,Female,0,No,No,13,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,91.42,1176.26,Yes
CUST-11515,Female,1,Yes,No,23,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,76.54,1761.91,Yes
CUST-11516,Male,0,Yes,Yes,57,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.14,3352.62,No
CUST-11517,Male,0,Yes,No,62,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.51,1429.69,No
CUST-11518,Female,0,No,Yes,54,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),62.23,3317.37,No
CUST-11519,Male,0,Yes,No,20,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.29,1244.18,No
CUST-11520,Female,0,Yes,No,52,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.5,947.01,No
CUST-11521,Male,0,Yes,No,23,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),87.74,1991.96,Yes
CUST-11522,Male,0,Yes,Yes,35,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.76,738.39,No
CUST-11523,Male,0,No,No,67,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),76.97,5136.76,No
CUST-11524,Male,0,Yes,No,34,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,59.84,2035.37,No
CUST-11525,Male,0,Yes,Yes,33,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),77.13,2526.27,No
CUST-11526,Male,0,Yes,No,46,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.29,4023.25,Yes
CUST-11527,Male,0,Yes,No,45,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,95.17,4278.19,No
CUST-11528,Female,0,No,No,19,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,80.2,1529.91,No
CUST-11529,Female,0,Yes,No,15,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,103.95,1547.29,No
CUST-11530,Female,0,No,No,66,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,65.81,4369.79,No
CUST-11531,Female,1,Yes,Yes,39,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.26,3487.06,Yes
CUST-11532,Female,1,Yes,No,18,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.24,1962.81,Yes
CUST-11533,Male,0,No,Yes,70,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.69,5285.16,No
CUST-11534,Male,1,Yes,No,59,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.24,4308.53,No
CUST-11535,Female,0,No,No,32,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.97,3096.26,Yes
CUST-11536,Male,1,No,No,21,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.5,381.44,No
CUST-11537,Female,0,Yes,No,40,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,53.75,2140.76,No
CUST-11538,Female,1,Yes,Yes,27,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,78.25,2090.56,No
CUST-11539,Male,1,No,No,2,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,51.85,119.51,No
CUST-11540,Male,0,Yes,No,39,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,766.26,No
CUST-11541,Male,1,Yes,Yes,56,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.26,5123.08,Yes
CUST-11542,Female,0,Yes,No,13,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.5,257.09,No
CUST-11543,Male,0,Yes,No,56,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.44,1362.9,No
CUST-11544,Female,0,No,No,66,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.02,4276.03,No
CUST-11545,Female,0,Yes,Yes,56,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),72.31,4049.54,No
CUST-11546,Female,0,Yes,No,28,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,98.44,2750.47,No
CUST-11547,Male,0,No,Yes,64,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),66.21,4232.5,No
CUST-11548,Male,1,Yes,Yes,71,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),73.28,5224.6,No
CUST-11549,Female,0,Yes,Yes,64,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),70.88,4531.01,No
CUST-11550,Male,0,No,Yes,56,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),74.13,4163.98,No
CUST-11551,Male,1,Yes,Yes,41,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.21,3753.57,No
CUST-11552,Male,1,No,No,41,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,75.4,3094.33,No
CUST-11553,Female,1,No,No,4,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),107.31,448.98,Yes
CUST-11554,Female,0,Yes,Yes,57,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.99,4330.61,No
CUST-11555,Male,1,No,Yes,30,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,104.74,3127.07,Yes
CUST-11556,Female,0,Yes,No,46,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,87.31,4010.56,No
CUST-11557,Male,0,Yes,No,56,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.07,3559.43,No
CUST-11558,Male,0,No,Yes,31,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),89.96,2807.01,No
